"d76dfa7f-c960-40b9-aa3b-ea8d4580fe7a","creka","ʃˈrɛka","gismu","<u class=""se_basna"" title=""アクセント"">cre</u>ka","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (素材)の上着 / トップス","スリーブやボタンの有無は問わない。「シャツ」「ブラウス」「カーディガン」なども。","<li>上着</li>","<li class=""cimei-lerfu"">cek</li><li class=""vomei-lerfu"">crek</li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/taxfu"" title=""gismu: x1 は x2 (身体部分 / 性別 / 種族)・ x3 (目的 / 機能)の衣服 / 服飾""><u class=""se_basna"">ta</u>xfu</a></li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/cerda"" title=""x1 は x2 (物 / 性質)を x3 から、 x4 (原則)によって継承 / 相続する / 受け継ぐ; x1 は継承者 / 相続人"" data-distance=""0.783333"">cerda</a></li>","D1::カテゴリ・ワード::服飾","[sound:creka.mp3]","<img alt=""タイダイ染めのTシャツのイラスト"" src=""creka.png"" title=""タイダイ染めのTシャツのイラスト"" ondblclick=""location.href = &quot;https://www.irasutoya.com/2017/01/t.html&quot;;"" />"
"534317de-4270-4491-824b-24c4d0846297","cutci","ˈʃutʃi","gismu","<u class=""se_basna"" title=""アクセント"">cu</u>tci","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (足 / ひづめ)を覆う / 守るための <var class=""x3"">x<sub>3</sub></var> (素材)の靴","「ブーツ (=<span class=""lujvo"" ondblclick=""location.href = &quot;https://jbovlaste.lojban.org/dict/tupcutci&quot;;"" title=""lujvo: tuple cutci"">tu<u class=""se_basna"">pcu</u>tci</span>)」「サンダル」「下駄」「草履」も。","<li>靴</li>","<li class=""cimei-lerfu"">cuc</li><li class=""vomei-lerfu"">cutc</li>","<li>シュー小さい</li>","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/smoka"" title=""gismu: x1 は x2 (素材)の靴下 / ストッキング / タイツ""><u class=""se_basna"">smo</u>ka</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/taxfu"" title=""gismu: x1 は x2 (身体部分 / 性別 / 種族)・ x3 (目的 / 機能)の衣服 / 服飾""><u class=""se_basna"">ta</u>xfu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/skiji"" title=""gismu: x1 は x2 (表面)を x3 (者 / 荷)が滑るためのスキー板 / そり / スケート""><u class=""se_basna"">ski</u>ji</a></li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/ctuca"" title=""x1 は x2 (生徒 / 門下生)に x3 (命題)・ x4 (題目)を x5 (方法)で教える"" data-distance=""0.783333"">ctuca</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/gutci"" title=""x1 は x2 (数)の、 x3 を下位単位とする、 x4 (規格圏)の尺 / フィート(非メートル法 / 土着的な距離単位のうち短いもの)"" data-distance=""0.866667"">gutci</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/tutci"" title=""x1 は x2 (目的)のための道具 / 用具 / 器具"" data-distance=""0.866667"">tutci</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/mucti"" title=""x1 は非物質的 / 無形 / 形而上的"" data-distance=""0.783333"">mucti</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/jutsi"" title=""x1 は x2 (属)・ x3 (科)の生物種"" data-distance=""0.733333"">jutsi</a></li>","D1::カテゴリ・ワード::服飾","[sound:cutci.mp3]","<img alt=""ガラスの靴のイラスト"" src=""cutci.png"" title=""ガラスの靴のイラスト"" ondblclick=""location.href = &quot;https://www.irasutoya.com/2013/12/blog-post_7040.html&quot;;"" />"
"870de526-e04f-464b-b503-07551c9b2c38","dakli","ˈdakli","gismu","<u class=""se_basna"" title=""アクセント"">da</u>kli","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (内容)・ <var class=""x3"">x<sub>3</sub></var> (素材)の鞄 / バッグ / リュックサック","「買い物袋」も。","<li>鞄(かばん)</li>","<li class=""vomei-lerfu"">dakl</li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/daski"" title=""gismu: x1 は x2 (物)のためのポケット / ポーチ / 小物入れ""><u class=""se_basna"">da</u>ski</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/bakfu"" title=""gismu: x1 は x2 (内容)を x3 で結んだ束 / パッケージ / まとまり""><u class=""se_basna"">ba</u>kfu</a></li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/daski"" title=""x1 は x2 (物)のためのポケット / ポーチ / 小物入れ"" data-distance=""0.866667"">daski</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/sakli"" title=""x1 は x2 を滑る"" data-distance=""0.866667"">sakli</a></li>","D1::カテゴリ・ワード::服飾","[sound:dakli.mp3]","<img alt=""茶摘みのイラスト"" src=""dakli.png"" title=""茶摘みのイラスト"" ondblclick=""location.href = &quot;https://www.irasutoya.com/2015/06/blog-post_270.html&quot;;"" />"
"69e7a4ea-c0b7-448d-be60-c3249d8f9b56","daski","ˈdaski","gismu","<u class=""se_basna"" title=""アクセント"">da</u>ski","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (物)のためのポケット / ポーチ / 小物入れ","服に付いている場合、 <var class=""x2"">x<sub>2</sub></var> はその服も。","<li>ポケット</li>","<li class=""vomei-lerfu"">dask</li>","<li>&lt;ダサい気になる&gt;</li>","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/dakli"" title=""gismu: x1 は x2 (内容)・ x3 (素材)の鞄 / バッグ / リュックサック""><u class=""se_basna"">da</u>kli</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/taxfu"" title=""gismu: x1 は x2 (身体部分 / 性別 / 種族)・ x3 (目的 / 機能)の衣服 / 服飾""><u class=""se_basna"">ta</u>xfu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/bakfu"" title=""gismu: x1 は x2 (内容)を x3 で結んだ束 / パッケージ / まとまり""><u class=""se_basna"">ba</u>kfu</a></li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/dakli"" title=""x1 は x2 (内容)・ x3 (素材)の鞄 / バッグ / リュックサック"" data-distance=""0.866667"">dakli</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/darsi"" title=""x1 (者)は x2 (事 / 行為)に関して大胆に振舞う / ずぶとさをみせる / 厚かましい; x1 はあえて / 思い切って x2 をする"" data-distance=""0.866667"">darsi</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/dasni"" title=""x1 は x2 を x3 (着用様式)で着ている / 履いている / 被っている / 身に付けている"" data-distance=""0.866667"">dasni</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/dasri"" title=""x1 は x2 (素材)のリボン / テープ / 帯"" data-distance=""0.866667"">dasri</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/maksi"" title=""x1 は x2 (磁界)を形成する磁力 / 磁石"" data-distance=""0.783333"">maksi</a></li>","D1::カテゴリ・ワード::服飾","[sound:daski.mp3]","<img alt=""巾着のイラスト"" src=""daski.png"" title=""巾着のイラスト"" ondblclick=""location.href = &quot;https://www.irasutoya.com/2017/05/blog-post_35.html&quot;;"" />"
"f9fe4fee-acc9-43bc-9ef0-c66420999d90","gluta","'gluta","gismu","<u class=""se_basna"" title=""アクセント"">glu</u>ta","<var class=""x1"">x<sub>1</sub></var> は材質 <var class=""x2"">x<sub>2</sub></var> の手袋 / グローブ / ミトン","","<li>手袋</li>","<li class=""cimei-lerfu"">glu</li><li class=""vomei-lerfu"">glut</li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/taxfu"" title=""gismu: x1 は x2 (身体部分 / 性別 / 種族)・ x3 (目的 / 機能)の衣服 / 服飾""><u class=""se_basna"">ta</u>xfu</a></li><li><a class=""lujvo"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/degycauglu"">degy<u class=""se_basna"">c<u class=""relkarsna"">au</u></u>glu</a></li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/fulta"" title=""x1 は x2 (気体 / 液体)に浮かぶ; x1 は浮遊物"" data-distance=""0.783333"">fulta</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/gunta"" title=""x1 は x2 を x3 (目的)のために攻撃 / 侵攻する"" data-distance=""0.866667"">gunta</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/gusta"" title=""x1 は x2 (飲み物 / 食べ物)を x3 (客)に提供する飲食店 / レストラン / カフェテリア"" data-distance=""0.866667"">gusta</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/gutra"" title=""x1 は x2 (本体)の子宮"" data-distance=""0.866667"">gutra</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/pluta"" title=""x1 は x2 (終点)・ x3 (起点)・ x4 (途中の点の集合)の経路 / 道筋"" data-distance=""0.866667"">pluta</a></li>","D1::カテゴリ・ワード::服飾","[sound:gluta.mp3]","<img alt=""ボクシングのグローブのイラスト"" src=""gluta.png"" title=""ボクシングのグローブのイラスト"" ondblclick=""location.href = &quot;https://www.irasutoya.com/2015/08/blog-post_137.html&quot;;"" />"
"393f87f2-2d4f-448f-914b-418c641e5cc3","kosta","ˈkosta","gismu","<u class=""se_basna"" title=""アクセント"">ko</u>sta","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (素材)のコート / ジャケット / マント","屋外向けに追加的に着る上着全般。","<li>コート</li>","<li class=""cimei-lerfu"">kos</li><li class=""vomei-lerfu"">kost</li>","<li>コートこすった</li>","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/pastu"" title=""gismu: x1 は x2 (素材)のガウン / 長衣""><u class=""se_basna"">pa</u>stu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/sunla"" title=""gismu: x1 は x2 (動物種 / 原料)のウール / 羊毛""><u class=""se_basna"">su</u>nla</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/taxfu"" title=""gismu: x1 は x2 (身体部分 / 性別 / 種族)・ x3 (目的 / 機能)の衣服 / 服飾""><u class=""se_basna"">ta</u>xfu</a></li>","","","D1::カテゴリ・ワード::服飾","[sound:kosta.mp3]","<img alt=""ドラキュラのイラスト（女性）"" src=""kosta.png"" title=""ドラキュラのイラスト（女性）"" ondblclick=""location.href = &quot;https://www.irasutoya.com/2020/09/blog-post_781.html&quot;;"" />"
"a794bfda-0387-47f9-ae6e-4dbd3d6f6428","mapku","ˈmapku","gismu","<u class=""se_basna"" title=""アクセント"">ma</u>pku","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (素材)の帽子 / 冠 / 兜 / ヘルメット","頭に被るもの全般。","<li>帽子</li>","<li class=""cimei-lerfu"">map</li><li class=""vomei-lerfu"">mapk</li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/taxfu"" title=""gismu: x1 は x2 (身体部分 / 性別 / 種族)・ x3 (目的 / 機能)の衣服 / 服飾""><u class=""se_basna"">ta</u>xfu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/stedu"" title=""gismu: x1 は x2 (本体)の頭 / 頭部""><u class=""se_basna"">ste</u>du</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/drudi"" title=""gismu: x1 は x2 (本体)の屋根 / 天井 / 屋上 / 蓋""><u class=""se_basna"">dru</u>di</a></li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/makcu"" title=""x1 は x2 (性質)に関して成熟している; x1 は成人 / おとな"" data-distance=""0.866667"">makcu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/manku"" title=""x1 は暗い / 闇"" data-distance=""0.866667"">manku</a></li>","D1::カテゴリ・ワード::服飾","[sound:mapku.mp3]","<img alt=""ティアラのイラスト"" src=""mapku.png"" title=""ティアラのイラスト"" ondblclick=""location.href = &quot;https://www.irasutoya.com/2015/04/blog-post_556.html&quot;;"" />"
"bbc0a2f1-cc10-4df0-96b6-17f2e61fb13c","palku","ˈpalku","gismu","<u class=""se_basna"" title=""アクセント"">pa</u>lku","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (素材)のズボン / スラックス / パンツ(女性用)","","<li>ズボン</li>","<li class=""cimei-lerfu"">pak</li><li class=""vomei-lerfu"">palk</li>","<li>お腹でズボン出っ張る苦 裤 (ku)</li>","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/taxfu"" title=""gismu: x1 は x2 (身体部分 / 性別 / 種族)・ x3 (目的 / 機能)の衣服 / 服飾""><u class=""se_basna"">ta</u>xfu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/pastu"" title=""gismu: x1 は x2 (素材)のガウン / 長衣""><u class=""se_basna"">pa</u>stu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/skaci"" title=""gismu: x1 は x2 (素材)のスカート / キルト""><u class=""se_basna"">ska</u>ci</a></li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/calku"" title=""x1 は x2 を覆う、 x3 (成分)の殻"" data-distance=""0.866667"">calku</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/klaku"" title=""x1 は x2 (涙)・ x3 (理由)で泣く"" data-distance=""0.783333"">klaku</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/patlu"" title=""x1 は x2 (種類)のジャガイモ / サトイモ"" data-distance=""0.866667"">patlu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/platu"" title=""x1 (者)は x2 (物 / 事)を x3 (事)のために計画 / 設計 / デザインする / 企てる"" data-distance=""0.783333"">platu</a></li>","D1::カテゴリ・ワード::服飾","[sound:palku.mp3]","<img alt=""紐が中に入ってしまったズボンのイラスト"" src=""palku.png"" title=""紐が中に入ってしまったズボンのイラスト"" ondblclick=""location.href = &quot;https://www.irasutoya.com/2017/10/blog-post_43.html&quot;;"" />"
"5d70636a-0893-4889-9ac4-b5e610b8d477","pastu","ˈpastu","gismu","<u class=""se_basna"" title=""アクセント"">pa</u>stu","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (素材)のガウン / 長衣","長い、もしくは全身を覆う衣服。","<li>長衣</li>","<li class=""cimei-lerfu"">pas</li><li class=""vomei-lerfu"">past</li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/kosta"" title=""gismu: x1 は x2 (素材)のコート / ジャケット / マント""><u class=""se_basna"">ko</u>sta</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/taxfu"" title=""gismu: x1 は x2 (身体部分 / 性別 / 種族)・ x3 (目的 / 機能)の衣服 / 服飾""><u class=""se_basna"">ta</u>xfu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/palku"" title=""gismu: x1 は x2 (素材)のズボン / スラックス / パンツ(女性用)""><u class=""se_basna"">pa</u>lku</a></li><li><a class=""lujvo"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/paspalku"">pa<u class=""se_basna"">spa</u>lku</a></li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/lastu"" title=""x1 は x2 (成分)の真鍮(銅 / 亜鉛合金)"" data-distance=""0.866667"">lastu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/patfu"" title=""x1 は x2 の父親"" data-distance=""0.866667"">patfu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/patlu"" title=""x1 は x2 (種類)のジャガイモ / サトイモ"" data-distance=""0.866667"">patlu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/patxu"" title=""x1 は x2 (内容)・ x3 (素材)の壷 / 鉢 / かめ / やかん / ポット"" data-distance=""0.866667"">patxu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/platu"" title=""x1 (者)は x2 (物 / 事)を x3 (事)のために計画 / 設計 / デザインする / 企てる"" data-distance=""0.866667"">platu</a></li>","D1::カテゴリ・ワード::服飾","[sound:pastu.mp3]","<img alt=""魔法陣で召喚された人のイラスト"" src=""pastu.png"" title=""魔法陣で召喚された人のイラスト"" ondblclick=""location.href = &quot;https://www.irasutoya.com/2020/02/blog-post_9.html&quot;;"" />"
"be766236-896f-4de7-8304-dee82775cd3c","skaci","sˈkaʃi","gismu","<u class=""se_basna"" title=""アクセント"">ska</u>ci","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (素材)のスカート / キルト","下側の開いている、脚のない衣服。","<li>スカート</li>","<li class=""vomei-lerfu"">skac</li>","<li>スカートすかして見る</li>","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/taxfu"" title=""gismu: x1 は x2 (身体部分 / 性別 / 種族)・ x3 (目的 / 機能)の衣服 / 服飾""><u class=""se_basna"">ta</u>xfu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/palku"" title=""gismu: x1 は x2 (素材)のズボン / スラックス / パンツ(女性用)""><u class=""se_basna"">pa</u>lku</a></li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/ckaji"" title=""x1 には x2 の性質がある"" data-distance=""0.733333"">ckaji</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/kalci"" title=""x1 は x2 (生体)の糞 / 排泄物"" data-distance=""0.866667"">kalci</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/sacki"" title=""x1 は x2 (素材 / 仕組)による発火装置"" data-distance=""0.866667"">sacki</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/sakci"" title=""x1 は x2 (低圧下のもの)を x3 (高圧下のもの)で吸う / 吸引する"" data-distance=""0.933333"">sakci</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/sakli"" title=""x1 は x2 を滑る"" data-distance=""0.783333"">sakli</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/salci"" title=""x1 は x2 (事)を x3 (行動)で祝う / 礼拝する"" data-distance=""0.866667"">salci</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/satci"" title=""x1 は x2 (基準)に関して x3 (性質 / 数量)の点で精確"" data-distance=""0.866667"">satci</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/skami"" title=""x1 は x2 (目的 / 機能)のコンピュータ"" data-distance=""0.866667"">skami</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/skapi"" title=""x1 は x2 (起源)の(特に動物性の)革 / 皮膚 / 肌"" data-distance=""0.866667"">skapi</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/skari"" title=""x1 は x2 (色相)の、 x3 (視覚者)にたいする、 x4 (条件)における色"" data-distance=""0.866667"">skari</a></li>","D1::カテゴリ・ワード::服飾","[sound:skaci.mp3]","<img alt=""スカートのイラスト"" src=""skaci.png"" title=""スカートのイラスト"" ondblclick=""location.href = &quot;https://www.irasutoya.com/2013/05/blog-post_5660.html&quot;;"" />"
"1958bf28-2b9d-4a6b-9227-5181b98d3a47","smoka","'smoka","gismu","<u class=""se_basna"" title=""アクセント"">smo</u>ka","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (素材)の靴下 / ストッキング / タイツ","伸縮する履物全般。","<li>靴下</li>","<li class=""cimei-lerfu"">smo</li><li class=""vomei-lerfu"">smok</li>","<li>靴下に住もか</li>","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/cutci"" title=""gismu: x1 は x2 (足 / ひづめ)を覆う / 守るための x3 (素材)の靴""><u class=""se_basna"">cu</u>tci</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/taxfu"" title=""gismu: x1 は x2 (身体部分 / 性別 / 種族)・ x3 (目的 / 機能)の衣服 / 服飾""><u class=""se_basna"">ta</u>xfu</a></li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/mokca"" title=""x1 は x2 (時間 / 空間)における点; x1 は0次元"" data-distance=""0.866667"">mokca</a></li>","D1::カテゴリ・ワード::服飾","[sound:smoka.mp3]","<img alt=""クリスマスのイラスト「靴下とプレゼント」"" src=""smoka.png"" title=""クリスマスのイラスト「靴下とプレゼント」"" ondblclick=""location.href = &quot;https://www.irasutoya.com/2012/10/blog-post_23.html&quot;;"" />"
"a0e28f96-9bb4-4854-918d-5ec1da5a2796","taxfu","ˈtaxfu","gismu","<u class=""se_basna"" title=""アクセント"">ta</u>xfu","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (身体部分 / 性別 / 種族)・ <var class=""x3"">x<sub>3</sub></var> (目的 / 機能)の衣服 / 服飾","","<li>衣服</li>","<li class=""cimei-lerfu"">taf</li><li class=""cimei-lerfu"">ta'u</li><li class=""vomei-lerfu"">taxf</li>","<li>&lt;タフな服&gt;</li><li>たくさん服</li><li>traje</li><li>fu(服)</li>","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/creka"" title=""gismu: x1 は x2 (素材)の上着 / トップス""><u class=""se_basna"">cre</u>ka</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/cutci"" title=""gismu: x1 は x2 (足 / ひづめ)を覆う / 守るための x3 (素材)の靴""><u class=""se_basna"">cu</u>tci</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/daski"" title=""gismu: x1 は x2 (物)のためのポケット / ポーチ / 小物入れ""><u class=""se_basna"">da</u>ski</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/dasni"" title=""gismu: x1 は x2 を x3 (着用様式)で着ている / 履いている / 被っている / 身に付けている""><u class=""se_basna"">da</u>sni</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/gluta"" title=""gismu: x1 は材質 x2 の手袋 / グローブ / ミトン""><u class=""se_basna"">glu</u>ta</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/kosta"" title=""gismu: x1 は x2 (素材)のコート / ジャケット / マント""><u class=""se_basna"">ko</u>sta</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/mapku"" title=""gismu: x1 は x2 (素材)の帽子 / 冠 / 兜 / ヘルメット""><u class=""se_basna"">ma</u>pku</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/palku"" title=""gismu: x1 は x2 (素材)のズボン / スラックス / パンツ(女性用)""><u class=""se_basna"">pa</u>lku</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/pastu"" title=""gismu: x1 は x2 (素材)のガウン / 長衣""><u class=""se_basna"">pa</u>stu</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/skaci"" title=""gismu: x1 は x2 (素材)のスカート / キルト""><u class=""se_basna"">ska</u>ci</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/smoka"" title=""gismu: x1 は x2 (素材)の靴下 / ストッキング / タイツ""><u class=""se_basna"">smo</u>ka</a></li><li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/lunbe"" title=""gismu: x1 は裸 / 服無し""><u class=""se_basna"">lu</u>nbe</a></li>","","<li><a class=""gismu"" rel=""noreferrer"" href=""https://jbovlaste.lojban.org/dict/dakfu"" title=""x1 は x2 (用途)・ x3 (素材)のナイフ / 包丁 / 刀 / 剣"" data-distance=""0.733333"">dakfu</a></li>","D1::カテゴリ・ワード::服飾","[sound:taxfu.mp3]","<img alt=""脱ぎっぱなしの服のイラスト"" src=""taxfu.png"" title=""脱ぎっぱなしの服のイラスト"" ondblclick=""location.href = &quot;https://www.irasutoya.com/2015/07/blog-post_589.html&quot;;"" />"
