"1b1a73e4-bcec-4c3b-b61e-50d5b9de74ae","cikre","ˈʃikrɛ","gismu","<u class=""se_basna"" title=""アクセント"">ci</u>kre","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> を <var class=""x3"">x<sub>3</sub></var> (使用)のために修理 / 修復 / 修繕する / 直す","<var class=""x3"">x<sub>3</sub></var> のための修理であり、完全な修復とはかぎらない。","<li>修理</li>","<li class=""vomei-lerfu"">cikr</li>","<li>修理してくれ</li>","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/cfila"" title=""x1 (性質)は x2 の、 x3 (問題 / 厄介 / 危険)をもたらす欠陥 / 欠点 / 弱点 / 不備 / 短所 / 落度 / 過失""><u class=""se_basna"">cfi</u>la</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/spofu"" title=""x1 は x2 (機能)に関して故障している / 使用不可能""><u class=""se_basna"">spo</u>fu</a></li>","","B1::etc","[sound:cikre.flac]"
"b26547f2-92c2-4bff-863e-9d1325efd563","cortu","ˈʃortu","gismu","<u class=""se_basna"" title=""アクセント"">co</u>rtu","<var class=""x1"">x<sub>1</sub></var> (者)は <var class=""x2"">x<sub>2</sub></var> (箇所)に痛みを感じる; <var class=""x2"">x<sub>2</sub></var> が痛い","","<li>痛い</li>","<li class=""cimei-lerfu"">cor</li><li class=""cimei-lerfu"">cro</li><li class=""vomei-lerfu"">cort</li>","<li>hurt</li><li>tu(痛)</li>","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/cinmo"" title=""x1 は x2 (感情)を x3 について覚える; x1 は感情的 / ムードに浸っている""><u class=""se_basna"">ci</u>nmo</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/xrani"" title=""x1 (事)は x2 (対象)に、 x3 (性質)に関して x4 (損傷 / ダメージ)を与える; x1 は x2 を傷つける / 傷める / 損害する""><u class=""se_basna"">xra</u>ni</a></li>","","B1::etc","[sound:cortu.flac]"
"c22ee9e5-bb7b-4690-8828-06e85ea172d7","cukta","ˈʃukta","gismu","<u class=""se_basna"" title=""アクセント"">cu</u>kta","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (内容)・ <var class=""x3"">x<sub>3</sub></var> (著者)・ <var class=""x4"">x<sub>4</sub></var> (読者)・ <var class=""x5"">x<sub>5</sub></var> (媒体)の本 / 文献","「インターネット・サイト」なども。","<li>本</li>","<li class=""cimei-lerfu"">cku</li><li class=""vomei-lerfu"">cukt</li>","<li>cu(書)</li><li>book</li>","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/cfika"" title=""x1 は x2 (内容)・ x3 (著者)のフィクション作品""><u class=""se_basna"">cfi</u>ka</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/prina"" title=""x1 は x2 (媒体)・ x3 (装置)による印刷物 / プリント""><u class=""se_basna"">pri</u>na</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/prosa"" title=""x1 は x2 (主題)・ x3 (作者)・ x4 (読者)の散文""><u class=""se_basna"">pro</u>sa</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/tcidu"" title=""x1 は x2 (文字列)を x3 (表面 / 書物)から読む""><u class=""se_basna"">tci</u>du</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/papri"" title=""x1 は x2 (本 / 書類)のページ""><u class=""se_basna"">pa</u>pri</a></li>","","B1::etc","[sound:cukta.flac]"
"54d59fc7-7884-48d5-a908-bebc74255fcf","cusku","ˈʃusku","gismu","<u class=""se_basna"" title=""アクセント"">cu</u>sku","<var class=""x1"">x<sub>1</sub></var> (者)は <var class=""x2"">x<sub>2</sub></var> (内容)を <var class=""x3"">x<sub>3</sub></var> (聴衆)に <var class=""x4"">x<sub>4</sub></var> (媒体)で表す / 言う / 表現する","口言葉に限らない。","<li>表す</li>","<li class=""cimei-lerfu"">cus</li><li class=""cimei-lerfu"">sku</li><li class=""vomei-lerfu"">cusk</li>","","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/bacru"" title=""x1 は x2 (声 / 音)を発する""><u class=""se_basna"">ba</u>cru</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/tavla"" title=""x1 (者)は x2 (者)に x3 (題目)について x4 (言語)で話す / 語る""><u class=""se_basna"">ta</u>vla</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/casnu"" title=""x1 (群)は x2 (題目)について話し合う / 検討 / 討議 / 論議 / 談議 / 談合する""><u class=""se_basna"">ca</u>snu</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/spuda"" title=""x1 は x2 (者 / 物 / 事)に x3 (動作 / 発言)で返信する""><u class=""se_basna"">spu</u>da</a></li><li><a class=""cmavo"" href=""https://jbovlaste.lojban.org/dict/cu'u"" title=""〜が言って : cusku 法制詞, x1"">cu'u</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/bangu"" title=""x1 は x2 (使用者)が x3 (概念 / 命題 / 文字列)を表すのに用いる言語; x2 は x1 語を話す""><u class=""se_basna"">ba</u>ngu</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/dapma"" title=""x1 は x2 を x3 (運命)に呪いつける""><u class=""se_basna"">da</u>pma</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/jufra"" title=""x1 (文字列)は x2 (題目)の、 x3 (言語)における文""><u class=""se_basna"">ju</u>fra</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/pinka"" title=""x1 は x2 (主題)・ x3 (作者)・ x4 (読者)のコメント / 評言; x3 は x2 について x1 をコメントする""><u class=""se_basna"">pi</u>nka</a></li>","","B1::etc","[sound:cusku.flac]"
"70f4366f-649d-4410-91cc-21f31feeadc4","cuxna","ˈʃuxna","gismu","<u class=""se_basna"" title=""アクセント"">cu</u>xna","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (選択肢)を <var class=""x3"">x<sub>3</sub></var> (集合)から選ぶ","","<li>選ぶ</li>","<li class=""cimei-lerfu"">cux</li><li class=""cimei-lerfu"">cu'a</li><li class=""vomei-lerfu"">cuxn</li>","<li>しゅくない中から選ぶ 主婦なら選ぶ</li>","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/jdice"" title=""x1 (者)は x2 (命題)であると x3 (事 / 状態)について決める / 定める / 決定する""><u class=""se_basna"">jdi</u>ce</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/pajni"" title=""x1 は x2 (抽象(事 / 性質 / 量 / 真理値))について判断する / 審判する / 仲裁する""><u class=""se_basna"">pa</u>jni</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/nelci"" title=""x1 は x2 (物 / 事)を好む / 好き / 気に入っている""><u class=""se_basna"">ne</u>lci</a></li>","","B1::etc","[sound:cuxna.flac]"
"7f3fb578-b900-4242-bd32-6cccf2b62438","danlu","ˈdanlu","gismu","<u class=""se_basna"" title=""アクセント"">da</u>nlu","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (種類)の動物","","<li>動物</li>","<li class=""cimei-lerfu"">dal</li><li class=""cimei-lerfu"">da'u</li><li class=""vomei-lerfu"">danl</li>","","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/banfi"" title=""x1 は x2 (種類)の両生綱 / 両生類動物""><u class=""se_basna"">ba</u>nfi</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/cinki"" title=""x1 は x2 (種類)の昆虫綱(甲虫 / チョウ / ハエ / ハチ / カメムシ / バッタ / トンボ…目)""><u class=""se_basna"">ci</u>nki</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/cipni"" title=""x1 は x2 (種類)のトリ綱(ダチョウ / キジ / カモ / カッコウ / オウム / ツバメ / フクロウ / ハト / ツル / コウノトリ / ペリカン / フラミンゴ / ペンギン…目)""><u class=""se_basna"">ci</u>pni</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/finpe"" title=""x1 は x2 (種類)の魚""><u class=""se_basna"">fi</u>npe</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/jukni"" title=""x1 は x2 (種類)のクモ属昆虫""><u class=""se_basna"">ju</u>kni</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/respa"" title=""x1 は x2 (種類)の爬虫綱 / 爬虫類(カメ / トカゲ / ヘビ / ワニ)""><u class=""se_basna"">re</u>spa</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/since"" title=""x1 は x2 (種類)のヘビ亜目動物(コブラ / ボア / ニシキヘビ等)""><u class=""se_basna"">si</u>nce</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/mabru"" title=""x1 は x2 (種類)の哺乳綱動物""><u class=""se_basna"">ma</u>bru</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/bakni"" title=""x1 は x2 (種類)のウシ属動物""><u class=""se_basna"">ba</u>kni</a></li>","","B1::etc","[sound:danlu.flac]"
"e7781afb-087c-4e24-ae19-201aeb7b56c9","denpa","ˈdɛnpa","gismu","<u class=""se_basna"" title=""アクセント"">de</u>npa","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (事)を <var class=""x3"">x<sub>3</sub></var> (状態)ながら待つ、 <var class=""x4"">x<sub>4</sub></var> (事)の開始以前 / 再開以前に","<var class=""x4"">x<sub>4</sub></var> は待ったあとに行われる事。","<li>待つ</li>","<li class=""cimei-lerfu"">dep</li><li class=""cimei-lerfu"">de'a</li><li class=""vomei-lerfu"">denp</li>","<li>電波待つ</li>","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/dicra"" title=""x1 (事)は x2 (物 / 事)を x3 (妨害性質)によって阻止 / 中断 / 妨害する""><u class=""se_basna"">di</u>cra</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/fanmo"" title=""x1 は x2 (物 / 過程)の終わり""><u class=""se_basna"">fa</u>nmo</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/sisti"" title=""x1 (者)は x2 (動作 / 過程 / 状態)をやめる / 中止 / 終了する""><u class=""se_basna"">si</u>sti</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/fliba"" title=""x1 は x2 (事)に失敗する; x1 は x2 を怠る""><u class=""se_basna"">fli</u>ba</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/pandi"" title=""x1 (者)は x2 (表現)に x3 (記号 / 言葉)を打ち、 x4 (構文的 / 意味的効力)をもたらす; x3 は句読点""><u class=""se_basna"">pa</u>ndi</a></li>","","B1::etc","[sound:denpa.flac]"
"7636c33b-1658-4d2a-bbcb-d909feea1a1f","dirba","ˈdirba","gismu","<u class=""se_basna"" title=""アクセント"">di</u>rba","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (者)にとって貴重 / あいらしい / 大切","感情的 / 精神的に重宝すること。 <var class=""x1"">x<sub>1</sub></var> は物だけでなく事や性質も。","<li>貴重</li>","<li class=""cimei-lerfu"">dib</li><li class=""vomei-lerfu"">dirb</li>","","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/tcika"" title=""x1 (時 / 分 / 秒)は x2 (事)の、 x3 (日)・ x4 (所)における時刻""><u class=""se_basna"">tci</u>ka</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/kargu"" title=""x1 (物 / 性質 / 事)は x2 (者)・ x3 (基準)にとって高価 / 高額 / 高級""><u class=""se_basna"">ka</u>rgu</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/vamji"" title=""x1 (数量 / 性質)は x2 (物 / 事)の、 x3 (観点)・ x4 (用途 / 査定)における価値; x2 は x3 にとって x1 の値打ちがある""><u class=""se_basna"">va</u>mji</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/vajni"" title=""x1 (物 / 事)は x2 (人 / 事)にとって、 x3 (性質 / 理由)に関して重要 / 大事""><u class=""se_basna"">va</u>jni</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/pleji"" title=""x1 は x2 (金 / 報酬)を x3 (者)に x4 (対価 / 商品 / サービス)のために支払う""><u class=""se_basna"">ple</u>ji</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/jadni"" title=""x1 (物)は x2 を装飾する; x1 は x2 の飾り;""><u class=""se_basna"">ja</u>dni</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/jemna"" title=""x1 は x2 (種類)・ x3 (原石資源 / 起源)の宝石""><u class=""se_basna"">je</u>mna</a></li>","","B1::etc","[sound:dirba.flac]"
"666d0d29-28b4-4d06-a394-76d1217674f9","djica","ˈdʒiʃa","gismu","<u class=""se_basna"" title=""アクセント"">dji</u>ca","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (事)を <var class=""x3"">x<sub>3</sub></var> (目的)のために欲する / 求める; <var class=""x1"">x<sub>1</sub></var> は <var class=""x3"">x<sub>3</sub></var> (目的)のために <var class=""x2"">x<sub>2</sub></var> (事)という欲求を満たしたい","<var class=""x2"">x<sub>2</sub></var> にモノを入れたい場合は、「<span class=""cmavo"" ondblclick=""location.href = &quot;https://jbovlaste.lojban.org/dict/tu'a&quot;"" title=""抽出 sumti : sumti の左に付いて、それが不特定の bridi から抽出したものであることを示す; lo nu/su'u [sumti] co'e に相当; 抽象的な sumti を要する terbri があるとき、 lo nu/su'u ... の代わりに使える(mi troci lo nu kalri lo vorme → mi troci tu'a lo vorme)"">tu'a</span>」や「<span class=""cmavo"" ondblclick=""location.href = &quot;https://jbovlaste.lojban.org/dict/zo'e&quot;"" title=""不特定 sumti : 代詞(sumti)"">zo'e</span> <span class=""cmavo"" ondblclick=""location.href = &quot;https://jbovlaste.lojban.org/dict/pe&quot;"" title=""関連 sumti (制限) : 関係詞(制限); 左の sumti が表しうる対象のうち、右の sumti に関連するものだけを特に指定する"">pe</span>」を使う。本能的欲求も。","","<li class=""cimei-lerfu"">dji</li><li class=""vomei-lerfu"">djic</li>","","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/taske"" title=""x1 は(喉の)渇きを感じる; x1 は渇きで x2 を求める""><u class=""se_basna"">ta</u>ske</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/xagji"" title=""x1 は x2 に飢える; x1 は腹をすかしている / おなかがへっている; x1 は x2 (燃料 / 栄養)の補充を必要としている""><u class=""se_basna"">xa</u>gji</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/mukti"" title=""x1 (事)は x2 (事)を x3 (者)に動機する; x3 は x1 に鼓舞されて x2 をする""><u class=""se_basna"">mu</u>kti</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/nitcu"" title=""x1 は x2 を x3 (目的 / 行動)のために要する; x2 が x1 には必要""><u class=""se_basna"">ni</u>tcu</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/nelci"" title=""x1 は x2 (物 / 事)を好む / 好き / 気に入っている""><u class=""se_basna"">ne</u>lci</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/pacna"" title=""x1 は x2 (事)を x3 (見込み / 確率 0-1)で期待する / 希望する / 願う; x2 は望まれている""><u class=""se_basna"">pa</u>cna</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/prami"" title=""x1 は x2 を愛する / にたいして愛情が湧く""><u class=""se_basna"">pra</u>mi</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/rigni"" title=""x1 は x2 (者)にとって x3 (条件)において不快 / 不愉快 / いまいましい / 吐き気をもよおさせる; x2 は x1 に愛想を尽かす / 嫌悪感を覚える""><u class=""se_basna"">ri</u>gni</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/trina"" title=""x1 は x2 を x3 (性質)で誘惑する; x1 は x2 にとって魅力的""><u class=""se_basna"">tri</u>na</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/xebni"" title=""x1 は x2 (物 / 者 / 事)を憎む; x1 は x2 にたいする怨恨を抱いている; x2 は憎らしい""><u class=""se_basna"">xe</u>bni</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/xlura"" title=""x1 (者)は x2 (対象)を x3 (行為 / 状態)へと x4 (作用 / 感化力)で影響して誘う; x4 を持つ x1 に x2 は感銘する""><u class=""se_basna"">xlu</u>ra</a></li>","","B1::etc","[sound:djica.flac]"
